,class,ra,dec,u,g,r,i,z,nuv_mag,u-g,u-r,u-i,u-z,u-nuv_mag,g-r,g-i,g-z,g-nuv_mag,r-i,r-z,r-nuv_mag,i-z,i-nuv_mag,z-nuv_mag
7538,1,195.39858080000002,20.26949799,23.28684044,21.78033257,20.08395195,19.30767632,18.76083565,19.74242592,1.50650787,3.20288849,3.97916412,4.52600479,3.54441452,1.69638062,2.47265625,3.01949692,2.03790665,0.77627563,1.3231163000000001,0.34152603,0.54684067,-0.4347496,-0.98159027
4704,1,184.2918204,39.24147174,19.41138458,18.22357941,17.78680992,17.56538582,17.45831108,19.444637300000004,1.18780517,1.62457466,1.84599876,1.9530735000000001,-0.03325272,0.43676949,0.65819359,0.76526833,-1.22105789,0.22142409999999998,0.32849884,-1.65782738,0.10707474,-1.87925148,-1.98632622
3127,2,182.5638553,24.60737328,22.71962929,21.95235062,22.09799004,21.90118217,22.38974571,22.4065609,0.76727867,0.62163925,0.81844712,0.32988358,0.31306839,-0.14563942,0.05116845,-0.43739509,-0.45421028,0.19680787,-0.29175567,-0.30857086,-0.48856354,-0.50537873,-0.01681519
437,1,190.4502877,41.84097512,23.621547699999997,22.17587471,20.41682053,19.35917091,18.82697678,23.57845306,1.44567299,3.20472717,4.26237679,4.79457092,0.04309464,1.75905418,2.8167037999999995,3.34889793,-1.40257835,1.05764962,1.58984375,-3.16163253,0.53219413,-4.21928215,-4.75147628
201,0,186.1069346,39.33632343,22.05472374,21.40723419,21.10684013,21.16739845,20.99914551,24.07382393,0.64748955,0.94788361,0.88732529,1.05557823,-2.01910019,0.30039406,0.23983574,0.40808868,-2.66658974,-0.06055832,0.10769462,-2.9669838,0.16825294,-2.90642548,-3.07467842
4138,1,205.60386680000002,29.36445782,18.87458229,17.43831062,16.61932373,16.16991806,15.83572483,21.51394653,1.43627167,2.25525856,2.70466423,3.03885746,-2.63936424,0.81898689,1.26839256,1.60258579,-4.07563591,0.44940567,0.7835989000000001,-4.8946228,0.33419323,-5.34402847,-5.678221700000001
6494,1,190.59508730000002,13.19811499,21.90690613,21.14346504,20.27103233,19.53476715,19.17144394,22.12993622,0.76344109,1.6358738000000002,2.37213898,2.73546219,-0.22303009,0.87243271,1.60869789,1.9720210999999999,-0.98647118,0.73626518,1.09958839,-1.85890389,0.36332321,-2.59516907,-2.95849228
7533,1,181.0897411,24.25630837,22.12618256,21.43984985,20.53034973,19.68386269,19.23361778,22.21255493,0.68633271,1.59583283,2.44231987,2.89256478,-0.08637237,0.90950012,1.75598716,2.20623207,-0.77270508,0.84648704,1.29673195,-1.6822052,0.45024491,-2.52869224,-2.97893715
7659,0,206.87637949999998,33.50199785,22.28363991,21.04734421,20.87022209,20.69054031,20.48960114,22.95104218,1.2362957,1.41341782,1.5930996000000002,1.79403877,-0.66740227,0.17712212,0.3568039,0.55774307,-1.90369797,0.17968178,0.38062095,-2.08082009,0.20093917,-2.26050187,-2.46144104
8041,1,207.35148180000002,32.41973434,20.20577431,18.57683754,17.692846300000003,17.25662994,16.91670036,22.11272812,1.62893677,2.51292801,2.94914437,3.28907395,-1.90695381,0.88399124,1.3202076,1.66013718,-3.53589058,0.43621636,0.77614594,-4.41988182,0.33992958,-4.85609818,-5.19602776
2258,2,189.5560685,34.40752049,20.39810753,20.30674362,20.0496254,19.89278603,19.79274178,21.31756401,0.09136391,0.34848213,0.5053215,0.60536575,-0.91945648,0.25711822,0.41395759,0.51400184,-1.01082039,0.15683937,0.25688362,-1.26793861,0.10004425,-1.42477798,-1.52482223
1738,2,176.56164569999999,26.18478457,19.96686554,19.86470985,19.6715374,19.62048912,19.54273415,20.94306183,0.10215569,0.29532814,0.34637642,0.42413139,-0.97619629,0.19317245,0.24422073,0.32197570000000003,-1.07835198,0.05104828,0.12880325,-1.27152443,0.07775497,-1.32257271,-1.40032768
1027,1,186.2518304,28.55859035,15.49890423,13.59937382,12.80913353,12.38274574,12.04394531,16.53351402,1.89953041,2.6897707000000004,3.11615849,3.45495892,-1.03460979,0.79024029,1.21662808,1.55542851,-2.9341402000000003,0.42638779,0.76518822,-3.72438049,0.33880043,-4.15076828,-4.48956871
7836,1,205.6124355,19.52867465,19.2164135,17.6862011,16.84813309,16.40222549,16.10561943,20.53880692,1.5302124,2.36828041,2.81418801,3.11079407,-1.32239342,0.83806801,1.28397561,1.58058167,-2.85260582,0.4459076,0.74251366,-3.69067383,0.29660606,-4.13658143,-4.43318749
8186,1,183.76216019999998,22.30301379,24.39898109,22.22183418,21.01015472,20.08615112,19.872430800000004,23.43623161,2.17714691,3.38882637,4.31282997,4.52655029,0.96274948,1.21167946,2.13568306,2.34940338,-1.21439743,0.9240036,1.13772392,-2.42607689,0.21372032,-3.35008049,-3.56380081
5906,1,208.9305271,25.602944,19.17313576,18.03275299,17.53071022,17.25484467,17.09207726,20.59121513,1.14038277,1.64242554,1.91829109,2.0810584999999997,-1.41807937,0.50204277,0.77790832,0.94067573,-2.55846214,0.27586555,0.43863296,-3.06050491,0.16276741,-3.33637046,-3.49913787
5326,0,181.8380865,38.63450459,21.82751083,21.23940086,21.19688034,21.04423332,21.46386909,23.735076899999996,0.58810997,0.63063049,0.78327751,0.36364174,-1.90756607,0.04252052,0.19516754,-0.22446823,-2.49567604,0.15264702,-0.26698875,-2.53819656,-0.41963577,-2.69084358,-2.27120781
5537,1,195.22762,27.99758936,24.024786,19.28770828,17.79796982,17.21260643,16.81388092,22.24883461,4.73707772,6.22681618,6.81217957,7.21090508,1.77595139,1.48973846,2.07510185,2.47382736,-2.96112633,0.58536339,0.9840889000000002,-4.45086479,0.39872551,-5.03622818,-5.43495369
3927,1,204.3817024,33.21753169,23.62952995,21.28557587,20.37412834,19.56175423,18.75328827,21.45113182,2.34395408,3.25540161,4.06777572,4.87624168,2.17839813,0.91144753,1.72382164,2.5322876,-0.16555595,0.81237411,1.62084007,-1.07700348,0.80846596,-1.88937759,-2.69784355
4403,1,205.5339607,35.43937412,22.88729858,21.5006237,19.98774529,18.84949112,18.33288002,23.76583099,1.38667488,2.89955329,4.03780746,4.55441856,-0.87853241,1.51287841,2.65113258,3.16774368,-2.26520729,1.13825417,1.65486527,-3.7780857000000005,0.5166111,-4.91633987,-5.43295097
3005,2,198.91387680000003,20.02423065,21.15852165,20.61757278,20.36301041,19.64862061,19.48697662,22.02962875,0.54094887,0.79551124,1.50990104,1.67154503,-0.8711071,0.25456237,0.96895217,1.13059616,-1.41205597,0.7143898,0.87603379,-1.66661834,0.16164399,-2.38100814,-2.54265213
2449,1,188.9820329,28.77907103,19.43623924,18.29291916,17.72873306,17.33179665,17.21817017,20.50557899,1.14332008,1.70750618,2.10444259,2.21806907,-1.06933975,0.5641861,0.96112251,1.07474899,-2.21265983,0.39693641,0.51056289,-2.77684593,0.11362648,-3.17378234,-3.28740882
3985,0,203.5563072,32.58793882,22.08293343,21.13215446,21.03243256,21.05036926,21.29427147,22.08461761,0.95077897,1.05050087,1.03256417,0.78866196,-0.00168418,0.09972189999999999,0.0817852,-0.16211701,-0.95246315,-0.017936700000000003,-0.26183891,-1.05218505,-0.24390221,-1.03424835,-0.79034614
5475,1,201.5492137,37.29615315,21.97156334,21.00000191,20.21369362,19.44804955,19.0467701,21.54770088,0.97156143,1.75786972,2.52351379,2.92479324,0.42386246,0.78630829,1.55195236,1.95323181,-0.54769897,0.76564407,1.16692352,-1.33400726,0.40127945,-2.09965133,-2.50093078
7103,1,185.0514615,27.47544212,22.14790154,20.9376049,19.25139236,18.57114792,18.18480492,22.26326752,1.21029664,2.89650918,3.57675362,3.96309662,-0.11536598,1.68621254,2.36645698,2.75279998,-1.32566262,0.68024444,1.06658744,-3.01187516,0.386343,-3.6921196000000003,-4.078462600000001
1839,1,183.18218180000002,33.87967351,26.00611496,21.43475723,19.61729813,18.73982048,18.34459496,22.36936951,4.57135773,6.38881683,7.26629448,7.661519999999999,3.63674545,1.8174591,2.69493675,3.09016227,-0.93461228,0.87747765,1.27270317,-2.75207138,0.39522552,-3.62954903,-4.02477455
3514,1,195.1625255,15.34429011,22.62092972,21.63197708,20.33001518,19.4094429,19.158144,22.61867332,0.98895264,2.29091454,3.21148682,3.46278572,0.0022564,1.3019618999999998,2.22253418,2.47383308,-0.98669624,0.92057228,1.17187118,-2.28865814,0.2512989,-3.20923042,-3.46052932
91,1,191.23872240000003,32.68123563,22.70294189,20.14649391,18.64083099,18.02005577,17.66821098,22.15934181,2.55644798,4.0621108999999995,4.68288612,5.03473091,0.54360008,1.50566292,2.12643814,2.47828293,-2.0128479,0.62077522,0.97262001,-3.51851082,0.35184479,-4.13928604,-4.49113083
7747,1,196.86100159999998,37.7382504,22.27642632,21.72956085,20.46000481,19.47210693,19.05298615,22.70773125,0.54686547,1.81642151,2.80431939,3.22344017,-0.43130493,1.26955604,2.25745392,2.6765747,-0.9781704,0.98789788,1.40701866,-2.24772644,0.41912078,-3.23562432,-3.6547451
3190,2,183.1437504,21.41463978,20.76443481,20.15512085,19.98157692,19.95383263,19.97172737,21.99683952,0.60931396,0.78285789,0.81060218,0.79270744,-1.23240471,0.17354393,0.20128822,0.18339348,-1.84171867,0.02774429,0.00984955,-2.0152626000000002,-0.01789474,-2.04300689,-2.02511215
154,1,182.7420605,20.9531685,23.85286713,22.71254349,21.00815201,19.89411545,19.46127892,23.35429764,1.14032364,2.84471512,3.95875168,4.39158821,0.49856949,1.70439148,2.81842804,3.25126457,-0.64175415,1.11403656,1.54687309,-2.34614563,0.43283653,-3.46018219,-3.89301872
2843,2,197.9058185,24.06445335,22.2283268,21.72027206,21.57519341,21.6034565,21.61143112,22.44694519,0.50805474,0.65313339,0.6248703,0.61689568,-0.21861839,0.14507865,0.11681556,0.10884094,-0.72667313,-0.02826309,-0.03623771,-0.87175178,-0.00797462,-0.84348869,-0.83551407
3284,0,186.13643180000003,22.32862128,21.06506538,20.49410629,20.367420199999998,20.41317558,20.38640022,22.10499954,0.57095909,0.69764518,0.6518898,0.67866516,-1.03993416,0.12668609,0.08093071,0.10770607,-1.61089325,-0.04575538,-0.01898002,-1.73757934,0.02677536,-1.69182396,-1.71859932
6671,1,206.0722935,19.04904713,21.83687973,20.49097633,20.33451271,20.21487045,20.157003399999997,23.25782013,1.3459033999999999,1.50236702,1.62200928,1.67987633,-1.4209403999999999,0.15646362,0.27610588,0.33397293,-2.7668437999999997,0.11964226,0.17750931,-2.92330742,0.05786705,-3.04294968,-3.10081673
3349,2,190.7066122,24.62998271,22.10292625,21.3688755,21.08928871,21.01213837,20.68844223,23.04319191,0.73405075,1.01363754,1.09078788,1.41448402,-0.94026566,0.27958679,0.35673713,0.68043327,-1.67431641,0.07715034,0.40084648,-1.9539031999999998,0.32369614,-2.03105354,-2.35474968
3993,2,202.79731,32.74413812,20.28173065,19.89001274,19.97381973,20.05016136,19.76427269,20.96499634,0.39171791,0.30791092,0.23156929,0.51745796,-0.68326569,-0.08380699,-0.16014862,0.12574005,-1.0749836000000002,-0.07634163,0.20954704,-0.99117661,0.28588867,-0.91483498,-1.20072365
7496,2,202.2004524,21.46707088,21.05024147,20.42794228,20.40835381,20.35204697,19.90873718,22.55023003,0.62229919,0.64188766,0.6981944999999999,1.14150429,-1.49998856,0.01958847,0.07589531,0.5192051,-2.12228775,0.05630684,0.49961663,-2.14187622,0.44330979,-2.19818306,-2.64149285
2803,0,197.81175190000002,25.93572752,20.76083565,19.9129715,19.73025703,19.59647369,19.63579941,23.07731438,0.84786415,1.03057862,1.16436196,1.12503624,-2.31647873,0.18271447,0.31649781,0.27717209,-3.16434288,0.13378334,0.09445762,-3.34705735,-0.03932572,-3.48084069,-3.44151497
1080,1,196.0037373,34.34667247,22.87453651,21.47031021,20.50029182,19.57536316,19.054245,21.93717194,1.4042263000000001,2.37424469,3.29917335,3.82029151,0.93736457,0.97001839,1.89494705,2.41606521,-0.46686173,0.92492866,1.44604682,-1.43688012,0.52111816,-2.36180878,-2.88292694
5820,2,195.75031919999998,22.32544202,20.79488754,20.23718071,19.99669075,19.63857651,19.5368042,21.1997776,0.55770683,0.79819679,1.15631103,1.25808334,-0.40489006,0.24048996,0.5986041999999999,0.70037651,-0.96259689,0.35811424,0.45988655,-1.20308685,0.10177231,-1.56120109,-1.6629734
7035,0,184.13959169999998,22.12184913,21.8639698,20.84313202,20.69554329,20.60324287,20.29343987,24.10855293,1.02083778,1.16842651,1.26072693,1.57052993,-2.24458313,0.14758873,0.23988915,0.54969215,-3.26542091,0.09230042,0.40210342,-3.41300964,0.309803,-3.50531006,-3.81511306
945,1,176.7346129,26.85704041,21.06393623,19.35908127,17.95702934,17.43636513,17.09213638,23.74832726,1.70485496,3.10690689,3.6275711000000004,3.97179985,-2.68439103,1.40205193,1.92271614,2.26694489,-4.38924599,0.52066421,0.86489296,-5.79129792,0.34422875,-6.31196213,-6.65619088
7011,1,189.12831119999998,19.60962891,22.05774689,21.43208504,20.28754044,19.21495628,18.60501862,22.08435249,0.62566185,1.77020645,2.84279061,3.45272827,-0.026605599999999997,1.1445446000000001,2.21712876,2.82706642,-0.65226745,1.07258416,1.68252182,-1.79681205,0.60993766,-2.86939621,-3.47933387
511,1,195.5828869,33.1632221,22.1547966,21.82816505,20.47237778,19.63898468,19.19862175,24.74648666,0.32663155,1.68241882,2.51581192,2.95617485,-2.59169006,1.35578727,2.18918037,2.6295433,-2.91832161,0.8333931,1.27375603,-4.27410888,0.44036293,-5.10750198,-5.54786491
2264,1,197.66680669999997,32.34657398,20.59457016,20.130268100000002,19.08427429,18.45194626,18.111373899999997,20.95611382,0.46430206,1.51029587,2.1426239,2.48319626,-0.36154366,1.04599381,1.67832184,2.0188942,-0.82584572,0.63232803,0.97290039,-1.87183953,0.34057236,-2.50416756,-2.84473992
7059,1,183.3911407,23.70989412,22.1177845,21.73248482,20.42401695,19.62645149,19.02914429,22.42422676,0.38529968,1.69376755,2.49133301,3.08864021,-0.30644226,1.30846787,2.10603333,2.70334053,-0.69174194,0.79756546,1.39487266,-2.00020981,0.5973071999999999,-2.79777527,-3.39508247
7742,1,196.4569486,38.0292217,23.83289719,21.32639503,20.57063103,19.55911446,19.50028992,22.82082939,2.50650216,3.26226616,4.27378273,4.33260727,1.0120678,0.755764,1.76728057,1.82610511,-1.49443436,1.01151657,1.07034111,-2.25019836,0.05882454,-3.26171493,-3.32053947
7156,1,195.9462115,29.80004532,23.88573074,21.70189857,20.14396095,19.33958626,19.09283066,23.38687706,2.18383217,3.74176979,4.54614448,4.79290008,0.49885368,1.55793762,2.36231231,2.60906791,-1.68497849,0.80437469,1.05113029,-3.24291611,0.2467556,-4.0472908,-4.294046400000001
3017,1,201.6159618,23.06995682,19.4317112,18.274189,17.74580002,17.41292953,17.23048782,20.27161217,1.1575222,1.68591118,2.01878167,2.20122338,-0.83990097,0.52838898,0.86125947,1.04370118,-1.99742317,0.33287049,0.5153122,-2.52581215,0.18244171,-2.85868264,-3.04112435
2365,1,188.5261501,32.95695527,22.22526741,21.83324814,20.43011284,19.63856125,19.13366127,22.63964462,0.39201927,1.79515457,2.58670616,3.09160614,-0.41437721,1.4031353000000002,2.19468689,2.69958687,-0.80639648,0.79155159,1.29645157,-2.20953178,0.50489998,-3.00108337,-3.50598335
8154,1,185.9846096,34.10537432,21.08961487,20.70475197,20.29855919,20.50555611,20.17547798,21.265600199999998,0.38486290000000006,0.79105568,0.58405876,0.91413689,-0.17598533,0.40619278,0.19919586,0.52927399,-0.56084823,-0.20699692,0.12308121,-0.96704101,0.33007813,-0.76004409,-1.09012222
6425,0,182.2726237,35.69303803,22.09778976,20.77166176,20.55157471,20.54995155,20.34128571,22.833057399999998,1.326128,1.54621505,1.54783821,1.75650405,-0.73526764,0.22008705,0.22171021,0.43037605,-2.06139564,0.00162316,0.21028899999999998,-2.28148269,0.20866584,-2.28310585,-2.49177169
3651,2,180.0696428,23.33925957,21.75159645,21.2346859,21.15367317,21.16003418,21.36558342,22.57737732,0.51691055,0.59792328,0.59156227,0.38601303,-0.82578087,0.08101273,0.07465172,-0.13089752,-1.34269142,-0.00636101,-0.21191025,-1.42370415,-0.20554924,-1.41734314,-1.2117938999999998
2503,1,190.906673,27.23716032,22.55686188,21.38228607,19.79533195,19.00421906,18.7155571,22.88913727,1.17457581,2.76152993,3.55264282,3.84130478,-0.33227539,1.58695412,2.37806701,2.66672897,-1.5068511999999998,0.79111289,1.07977485,-3.09380532,0.28866196,-3.88491821,-4.17358017
5576,1,195.93863280000002,23.22912795,19.670343399999997,18.35028076,17.49363899,17.07299232,16.75521851,21.32304001,1.32006264,2.17670441,2.59735108,2.91512489,-1.65269661,0.85664177,1.27728844,1.59506225,-2.97275925,0.42064667,0.73842048,-3.82940102,0.31777381,-4.25004769,-4.5678215
4683,1,177.6986512,29.15443501,18.8336277,17.07283592,16.20260811,15.77271557,15.45347786,21.85458755,1.76079178,2.63101959,3.06091213,3.38014984,-3.02095985,0.87022781,1.30012035,1.61935806,-4.78175163,0.42989254,0.74913025,-5.65197944,0.31923771,-6.08187198,-6.40110969
3458,2,190.4963172,20.30598786,21.59404373,20.68127632,20.75873947,20.49071312,20.53244781,21.88490486,0.91276741,0.83530426,1.10333061,1.06159592,-0.29086113,-0.07746315,0.19056320000000002,0.14882851,-1.20362854,0.26802635,0.22629166,-1.12616539,-0.04173469,-1.39419174,-1.35245705
4527,1,185.05081330000002,23.72131549,20.71089935,18.424028399999997,17.23604202,16.70893097,16.29788971,22.15781593,2.28687095,3.47485733,4.00196838,4.41300964,-1.44691658,1.18798638,1.71509743,2.12613869,-3.73378753,0.52711105,0.93815231,-4.92177391,0.41104126,-5.44888496,-5.85992622
6530,1,194.73163269999998,24.12357736,19.26072311,18.04265022,17.60227966,17.28207207,17.15592766,20.15443611,1.21807289,1.65844345,1.97865104,2.10479545,-0.8937129999999999,0.44037056,0.76057815,0.88672256,-2.11178589,0.32020759,0.446352,-2.55215645,0.12614441,-2.87236404,-2.99850845
5852,2,191.0354064,21.28656333,20.36262703,20.18658066,20.09319496,19.83089066,19.87037086,22.06350327,0.17604637,0.26943207,0.53173637,0.49225617,-1.70087624,0.0933857,0.35569,0.3162098,-1.87692261,0.2623043,0.2228241,-1.97030831,-0.03948019999999999,-2.23261261,-2.19313241
3584,1,177.220024,23.0161853,18.900590899999997,17.73018265,17.25000572,16.9288044,16.72976494,20.11078835,1.17040825,1.65058518,1.9717865,2.17082596,-1.21019745,0.48017693,0.80137825,1.00041771,-2.3806057000000003,0.32120132,0.52024078,-2.86078263,0.19903946,-3.18198395,-3.38102341
2913,1,198.1248148,22.23232152,23.84101677,21.97613144,20.51982117,19.63663101,18.90595055,23.20922852,1.86488533,3.3211956,4.20438576,4.93506622,0.63178825,1.45631027,2.33950043,3.07018089,-1.23309708,0.88319016,1.61387062,-2.68940735,0.73068046,-3.57259751,-4.30327797
3644,1,181.12337549999998,25.08329013,21.23270035,20.74230385,20.04097557,18.77224159,19.22973633,21.35229111,0.4903965,1.19172478,2.46045876,2.00296402,-0.11959076,0.70132828,1.97006226,1.51256752,-0.60998726,1.26873398,0.81123924,-1.31131554,-0.45749474,-2.58004952,-2.12255478
3972,0,205.20979619999997,32.40541525,22.29800415,21.96413803,22.00306511,21.88373756,21.75642204,22.34517479,0.33386612,0.29493904,0.41426659,0.54158211,-0.04717064,-0.03892708,0.08040047,0.20771599,-0.38103676,0.11932755,0.24664307,-0.34210968,0.12731552,-0.46143723,-0.58875275
536,2,192.65086090000003,27.3120787,20.40813446,20.00848389,20.07354736,20.14531898,19.82802582,21.25942039,0.39965057,0.33458709999999997,0.26281548,0.58010864,-0.85128593,-0.06506347,-0.13683509,0.18045807,-1.2509365,-0.07177162,0.24552154,-1.18587303,0.31729316,-1.11410141,-1.43139457
980,1,183.0502983,38.51864886,23.15311241,21.77166176,20.76270676,19.83276558,19.44488907,23.40341377,1.38145065,2.39040565,3.32034683,3.70822334,-0.25030136,1.0089549999999998,1.93889618,2.32677269,-1.63175201,0.92994118,1.31781769,-2.64070701,0.38787651,-3.57064819,-3.9585247000000003
5397,1,197.07873659999998,28.87175632,25.44786072,21.25851631,19.463403699999997,18.79730797,18.42471123,24.55572319,4.18934441,5.98445702,6.65055275,7.02314949,0.89213753,1.79511261,2.46120834,2.83380508,-3.29720688,0.66609573,1.03869247,-5.09231949,0.37259674,-5.75841522,-6.13101196
5305,1,206.1728015,28.869766499999997,21.91280556,21.38241196,20.2021637,19.48186302,19.14028549,22.8069458,0.5303936,1.71064186,2.43094254,2.77252007,-0.89414024,1.18024826,1.90054894,2.24212647,-1.42453384,0.72030068,1.06187821,-2.6047821,0.34157753,-3.32508278,-3.66666031
2395,2,192.92627099999999,31.22144627,19.97100067,19.89078903,19.81547737,19.56685066,19.72433472,20.79881668,0.08021164,0.1555233,0.40415001,0.24666595,-0.82781601,0.07531166,0.32393837,0.16645431,-0.90802765,0.24862671,0.09114265,-0.98333931,-0.15748406,-1.23196602,-1.07448196
6807,1,178.2776083,29.59690555,20.39100456,18.53838921,17.68593407,17.2661953,16.8605938,19.77218246,1.85261535,2.70507049,3.12480926,3.53041076,0.6188220999999999,0.85245514,1.27219391,1.67779541,-1.23379325,0.41973877,0.82534027,-2.08624839,0.4056015,-2.50598716,-2.91158866
6848,1,203.308988,25.52987655,19.78541756,18.26078033,17.467582699999998,17.05877495,16.75668716,21.83870316,1.52463723,2.31783486,2.72664261,3.0287304,-2.0532856,0.79319763,1.20200538,1.50409317,-3.57792283,0.40880775,0.71089554,-4.37112046,0.30208779,-4.77992821,-5.082016
7700,0,205.9150873,28.44854482,17.85643578,16.55495834,16.12288857,15.98667049,15.93371201,21.69672394,1.30147744,1.73354721,1.86976529,1.92272377,-3.84028816,0.43206977,0.56828785,0.62124633,-5.141765599999999,0.13621808,0.18917656,-5.57383537,0.05295848,-5.71005345,-5.76301193
8341,2,187.95017040000002,30.74944647,22.35512543,21.93824577,21.94934845,22.22019577,21.04157257,23.1470089,0.41687966,0.40577698,0.13492966,1.31355286,-0.79188347,-0.01110268,-0.28195,0.8966732,-1.20876313,-0.27084732,0.90777588,-1.19766045,1.1786232,-0.92681313,-2.10543633
3888,1,201.9956486,34.33014548,22.35239029,19.66033936,18.06852341,17.50153732,17.12496758,21.95539093,2.69205093,4.28386688,4.85085297,5.22742271,0.39699936,1.59181595,2.15880204,2.53537178,-2.29505157,0.56698609,0.94355583,-3.88686752,0.37656974,-4.45385361,-4.83042335
4344,1,188.20000009999998,37.3889814,23.93339348,21.77812767,20.19266129,19.34953499,18.84040451,22.72682571,2.15526581,3.74073219,4.58385849,5.09298897,1.20656777,1.58546638,2.42859268,2.93772316,-0.94869804,0.8431263000000001,1.35225678,-2.53416442,0.50913048,-3.37729072,-3.8864212
2958,1,198.6272676,20.77801199,21.38956451,19.08774948,17.866460800000002,17.24209785,16.84661674,22.47148323,2.30181503,3.52310371,4.14746666,4.54294777,-1.08191872,1.22128868,1.84565163,2.24113274,-3.38373375,0.62436295,1.01984406,-4.60502243,0.39548111,-5.22938538,-5.62486649
6684,1,193.71392859999997,27.49447711,19.59605789,18.01562309,17.38378525,17.04907799,16.86786079,21.76839447,1.5804348,2.21227264,2.5469798999999997,2.7281971,-2.17233658,0.63183784,0.9665450999999999,1.1477623,-3.75277138,0.33470726,0.51592446,-4.38460922,0.1812172,-4.71931648,-4.90053368
721,1,207.87927309999998,26.50560778,21.46601295,19.83091927,18.28732109,17.70941544,17.42179298,24.12317276,1.63509368,3.17869186,3.75659751,4.04421997,-2.65715981,1.54359818,2.12150383,2.40912629,-4.29225349,0.57790565,0.86552811,-5.83585167,0.28762246,-6.41375732,-6.70137978
3970,1,204.9399243,32.30838134,25.41066933,21.99988937,20.78471947,19.86388397,19.30542755,22.10798264,3.41077996,4.62594986,5.54678536,6.10524178,3.30268669,1.2151698999999998,2.1360054,2.69446182,-0.10809327,0.9208354999999999,1.47929192,-1.32326317,0.55845642,-2.24409867,-2.80255509
6851,1,195.98758490000003,31.61307608,18.73468208,17.6312294,17.31855202,17.13584518,16.94165802,19.68903923,1.10345268,1.41613006,1.5988368999999998,1.79302406,-0.95435715,0.31267738,0.49538422,0.68957138,-2.05780983,0.18270684,0.376894,-2.37048721,0.19418716,-2.55319405,-2.74738121
6780,1,179.0060556,32.9077883,19.46255684,18.28007889,17.62245369,17.23261261,17.02959633,20.5446682,1.18247795,1.84010315,2.22994423,2.43296051,-1.08211136,0.6576251999999999,1.04746628,1.25048256,-2.26458931,0.38984108,0.59285736,-2.92221451,0.20301628,-3.31205559,-3.51507187
2457,2,191.24010239999998,29.93622396,22.4937706,21.71260452,20.32224846,19.38874435,18.96897125,22.05875015,0.78116608,2.17152214,3.10502625,3.52479935,0.43502045,1.39035606,2.32386017,2.74363327,-0.34614563,0.93350411,1.35327721,-1.73650169,0.41977309999999995,-2.6700057999999998,-3.0897789
6001,1,189.78098669999997,26.12363054,22.61380959,21.35515404,20.09823227,19.31501007,18.88276863,23.98187447,1.25865555,2.51557732,3.29879952,3.73104096,-1.36806488,1.25692177,2.04014397,2.47238541,-2.62672043,0.7832222,1.21546364,-3.8836421999999997,0.43224144,-4.6668644,-5.09910584
6428,1,184.3703853,36.69283307,23.18144798,21.03940201,19.31803513,18.67231178,18.30786705,24.47186661,2.14204597,3.86341285,4.5091362,4.87358093,-1.29041863,1.72136688,2.36709023,2.73153496,-3.4324646,0.64572335,1.01016808,-5.15383148,0.36444473,-5.79955483,-6.16399956
1514,1,181.3172367,36.34368274,21.54569435,21.59181213,20.64673996,19.71243858,19.49793816,22.47712517,-0.04611778,0.89895439,1.83325577,2.04775619,-0.93143082,0.94507217,1.87937355,2.09387397,-0.88531304,0.93430138,1.1488018,-1.83038521,0.21450042,-2.76468659,-2.97918701
7752,1,179.6623305,25.90019145,19.436332699999998,18.19706345,17.45837593,17.0432682,16.72880745,20.65977097,1.23926925,1.97795677,2.3930645,2.70752525,-1.22343827,0.73868752,1.15379525,1.468256,-2.46270752,0.41510773,0.72956848,-3.20139504,0.31446075,-3.61650277,-3.93096352
6495,1,196.633529,15.14821417,21.26383018,19.05691338,17.68240356,17.10797691,16.76257706,21.87935638,2.2069167999999997,3.58142662,4.15585327,4.50125312,-0.6155262,1.37450982,1.94893647,2.29433632,-2.822443,0.57442665,0.9198265,-4.19695282,0.34539985,-4.77137947,-5.11677932
2847,1,197.98994340000002,23.76960717,18.98660278,17.79795265,17.34368706,17.02105904,16.81462669,19.6468811,1.18865013,1.64291572,1.96554374,2.17197609,-0.66027832,0.45426559,0.77689361,0.98332596,-1.84892845,0.32262802,0.52906037,-2.30319404,0.20643235,-2.62582206,-2.83225441
1420,2,187.0549493,37.75431541,22.25115776,21.59909821,21.12171364,20.72130585,19.96309853,22.16288757,0.65205955,1.12944412,1.52985191,2.28805923,0.08827019,0.47738457,0.87779236,1.63599968,-0.56378936,0.40040779,1.15861511,-1.04117393,0.75820732,-1.44158172,-2.19978904
2389,1,193.6545392,31.2377745,19.66181183,18.15339279,17.2703476,16.86823082,16.58135033,20.32283401,1.50841904,2.39146423,2.79358101,3.0804615,-0.66102218,0.88304519,1.28516197,1.57204246,-2.16944122,0.40211678,0.68899727,-3.05248641,0.28688049,-3.45460319,-3.74148368
861,2,188.20961469999997,32.28168166,20.13070488,20.17488289,20.21381569,19.88858604,19.8367691,23.08712006,-0.04417801,-0.08311081,0.24211884,0.29393578,-2.95641518,-0.038932800000000004,0.28629685,0.33811379,-2.91223717,0.32522965,0.37704659,-2.87330437,0.05181694,-3.19853402,-3.25035096
