,class,ra,dec,u,g,r,i,z,nuv_mag,u-g,u-r,u-i,u-z,u-nuv_mag,g-r,g-i,g-z,g-nuv_mag,r-i,r-z,r-nuv_mag,i-z,i-nuv_mag,z-nuv_mag
5436,2,205.4478705,35.0541645,21.510251999999998,20.986400600000003,20.84370232,20.76196671,21.23945618,22.82881165,0.5238514,0.66654968,0.74828529,0.27079582,-1.31855965,0.14269828,0.22443389,-0.25305558,-1.84241105,0.08173561,-0.39575386,-1.98510933,-0.47748947,-2.06684494,-1.58935547
1777,1,186.8897271,34.50688506,21.99244881,21.71734428,20.32520294,19.51890945,19.05468941,22.61446381,0.27510453,1.66724587,2.47353936,2.9377593999999996,-0.622015,1.39214134,2.19843483,2.66265487,-0.89711953,0.80629349,1.27051353,-2.28926087,0.46422004,-3.09555436,-3.5597744
4617,1,187.8451915,20.2369047,20.46590805,18.56911659,17.66322708,17.25119209,17.07969284,21.2453804,1.89679146,2.80268097,3.21471596,3.38621521,-0.77947235,0.90588951,1.3179245000000002,1.48942375,-2.67626381,0.41203499,0.58353424,-3.58215332,0.17149925,-3.99418831,-4.16568756
7955,1,196.3929321,29.65319131,19.57088852,18.02602959,17.37094498,17.04527092,16.76134109,21.93376732,1.54485893,2.19994354,2.5256176,2.80954743,-2.3628788,0.65508461,0.98075867,1.2646885,-3.90773773,0.32567406,0.60960389,-4.56282234,0.28392983,-4.888496400000001,-5.17242623
4877,0,202.9124077,15.91948313,23.92097092,21.34129906,21.12989998,21.03886986,21.16772079,23.73916817,2.57967186,2.79107094,2.88210106,2.75325013,0.18180275,0.21139908,0.3024292,0.17357827,-2.39786911,0.09103012,-0.03782081,-2.60926819,-0.12885093,-2.70029831,-2.57144738
5958,1,208.48256609999999,25.15384938,19.56655884,18.33692169,17.71045685,17.35715485,17.18112183,20.804946899999997,1.22963715,1.85610199,2.20940399,2.38543701,-1.23838806,0.62646484,0.97976684,1.15579986,-2.46802521,0.353302,0.52933502,-3.09449005,0.17603302,-3.44779205,-3.62382507
7739,1,180.2141579,19.79529192,26.25435829,20.26172638,18.49843025,17.8604908,17.46727753,23.09807205,5.99263191,7.75592804,8.39386749,8.78708076,3.15628624,1.76329613,2.40123558,2.79444885,-2.83634567,0.63793945,1.03115272,-4.5996418,0.39321327,-5.23758125,-5.63079452
6193,1,181.861882,28.44017069,24.22106552,19.95903206,18.38310242,17.77692986,17.357843399999997,22.81964111,4.26203346,5.8379631,6.44413566,6.86322212,1.40142441,1.57592964,2.1821022,2.60118866,-2.86060905,0.60617256,1.02525902,-4.43653869,0.41908646,-5.04271125,-5.46179771
6569,0,183.2681928,30.27712887,16.81588364,15.61730576,15.58095837,15.60058975,15.666320800000001,18.05200005,1.19857788,1.23492527,1.21529389,1.14956284,-1.23611641,0.03634739,0.01671601,-0.04901504,-2.43469429,-0.01963138,-0.08536243,-2.47104168,-0.06573105,-2.4514103,-2.38567925
3679,1,181.8835104,25.38059922,20.5772171,18.88174248,17.638237,17.12324905,16.78301048,20.45868301,1.69547462,2.9389800999999998,3.45396805,3.79420662,0.11853409,1.24350548,1.75849343,2.098732,-1.57694053,0.51498795,0.85522652,-2.82044601,0.34023857,-3.33543396,-3.67567253
4339,1,182.8675819,35.32661545,21.92622185,21.63709259,21.55917549,21.543787,21.24707222,22.6420517,0.28912926,0.36704636,0.38243485,0.67914963,-0.71582985,0.0779171,0.09330559,0.39002037,-1.00495911,0.01538849,0.31210327,-1.08287621,0.29671478,-1.0982646999999999,-1.39497948
325,1,186.86888069999998,29.32963781,20.85602188,18.76545143,17.74249268,17.29208946,16.88562965,22.93830299,2.09057045,3.1135292000000003,3.56393242,3.97039223,-2.08228111,1.02295875,1.47336197,1.87982178,-4.17285156,0.45040322,0.85686303,-5.19581031,0.40645981,-5.64621353,-6.05267334
1058,0,194.3904117,31.57357945,21.56995773,20.36963463,20.06970215,19.97694778,20.03650665,23.16147041,1.2003231,1.50025558,1.59300995,1.53345108,-1.59151268,0.29993248,0.39268685,0.33312798,-2.79183578,0.09275437,0.033195499999999996,-3.09176826,-0.05955887,-3.18452263,-3.12496376
5432,0,204.390306,33.89241395,22.55389595,21.74481964,21.55236053,21.2829628,21.01193428,23.930854800000002,0.80907631,1.00153542,1.27093315,1.54196167,-1.37695885,0.19245911,0.46185684,0.73288536,-2.18603516,0.26939773,0.54042625,-2.37849427,0.27102852,-2.6478919999999997,-2.91892052
8400,1,178.287163,29.60351878,23.92810059,21.9207058,20.63425064,19.87848473,19.59312057,22.72441483,2.00739479,3.29384995,4.04961586,4.33498002,1.20368576,1.28645516,2.04222107,2.32758523,-0.80370903,0.75576591,1.04113007,-2.09016419,0.28536416,-2.8459301,-3.13129426
1607,1,200.23960569999997,39.31171811,19.75050163,18.35295105,17.78004265,17.39075279,17.16604996,20.76612663,1.39755058,1.97045898,2.35974884,2.58445167,-1.015625,0.5729084,0.96219826,1.18690109,-2.41317558,0.38928986,0.61399269,-2.98608398,0.22470283,-3.37537384,-3.60007667
6936,1,192.7198622,42.04921106,19.7487812,18.553207399999998,17.64877892,17.19003105,16.93084526,20.51370811,1.1955738,2.10000228,2.55875015,2.81793594,-0.76492691,0.90442848,1.36317635,1.62236214,-1.96050071,0.45874787,0.71793366,-2.86492919,0.25918579,-3.32367706,-3.58286285
5857,1,184.43980439999999,25.14409983,22.84481621,21.69872093,20.47398186,19.62046432,19.1157093,23.61618614,1.14609528,2.37083435,3.22435189,3.72910691,-0.77136993,1.22473907,2.07825661,2.58301163,-1.91746521,0.85351754,1.35827256,-3.14220428,0.50475502,-3.99572182,-4.50047684
1360,1,190.3759904,39.53353095,18.6126194,17.33819008,16.77455139,16.46610451,16.21606064,18.86167526,1.27442932,1.83806801,2.14651489,2.39655876,-0.24905586,0.56363869,0.87208557,1.12212944,-1.52348518,0.30844688,0.55849075,-2.08712387,0.25004387,-2.39557075,-2.64561462
7194,2,194.0500191,33.52853058,21.34237099,20.87034607,20.73649597,20.7650013,20.69880867,21.67645645,0.47202492,0.60587502,0.57736969,0.64356232,-0.33408546,0.1338501,0.10534477,0.1715374,-0.80611038,-0.02850533,0.03768730000000001,-0.93996048,0.06619263,-0.91145515,-0.97764778
301,2,205.4383035,30.16810557,22.42146873,21.47378349,21.36860085,21.14789963,21.06898689,23.26861954,0.94768524,1.05286788,1.2735691,1.35248184,-0.84715081,0.10518264,0.32588386,0.4047966,-1.79483605,0.22070122,0.29961396,-1.90001869,0.07891274,-2.12071991,-2.19963265
1611,2,198.61552350000002,39.37448367,20.3130188,20.09634972,19.870145800000003,20.0009613,19.77756691,20.2821579,0.21666908,0.44287299999999996,0.3120575,0.53545189,0.030860900000000004,0.22620392,0.09538842,0.31878281,-0.18580818,-0.1308155,0.09257889,-0.4120121,0.22339439,-0.28119659999999996,-0.50459099
6665,1,178.176563,21.55087433,19.92299271,18.29911041,17.61188507,17.20982361,16.94779778,20.69869041,1.6238823,2.31110764,2.7131691000000004,2.97519493,-0.7756976999999999,0.68722534,1.0892868,1.35131263,-2.39958,0.40206146,0.66408729,-3.08680534,0.26202583,-3.4888668,-3.75089263
3329,1,186.80965769999997,20.03512078,23.53281784,21.71209908,20.28557587,19.26472092,18.941419600000003,22.22700691,1.82071876,3.24724197,4.26809692,4.59139824,1.30581093,1.42652321,2.44737816,2.77067948,-0.51490783,1.02085495,1.34415627,-1.94143104,0.32330132,-2.96228599,-3.28558731
1277,1,206.4466882,23.18763335,19.73292732,18.21182632,17.52790833,17.22963524,17.05066299,22.4309082,1.521101,2.20501899,2.50329208,2.68226433,-2.69798088,0.68391799,0.98219108,1.16116333,-4.21908188,0.29827309,0.47724534,-4.90299987,0.17897225,-5.20127296,-5.38024521
3822,1,209.1672265,27.00493031,19.56440926,18.4117794,17.60272217,17.16284561,16.88407516,20.11058998,1.15262986,1.96168709,2.40156365,2.6803341,-0.54618072,0.80905723,1.24893379,1.52770424,-1.69881058,0.43987656,0.71864701,-2.50786781,0.27877045,-2.94774437,-3.22651482
6230,2,206.30508590000002,19.28266175,21.62605476,20.819559100000003,20.67813492,20.69576454,20.48089409,22.56451416,0.80649566,0.94791984,0.93029022,1.14516067,-0.9384594,0.14142418,0.12379456,0.33866501,-1.74495506,-0.01762962,0.19724083,-1.88637924,0.21487045,-1.86874962,-2.08362007
2852,1,196.9897097,22.16844979,22.73181915,22.13811684,20.64772987,19.49368477,19.26522064,22.59554672,0.59370231,2.08408928,3.23813438,3.46659851,0.13627243,1.49038697,2.64443207,2.8728962000000005,-0.45742988,1.1540451,1.38250923,-1.94781685,0.22846413,-3.10186195,-3.33032608
1007,1,179.4279129,35.82441734,22.09247017,21.76353073,20.27908134,19.4609108,19.07714081,23.12458992,0.32893944,1.81338883,2.63155937,3.01532936,-1.03211975,1.48444939,2.30261993,2.68638992,-1.36105919,0.81817054,1.20194053,-2.84550858,0.38376999,-3.66367912,-4.04744911
5186,1,195.4123958,33.26175001,22.16919899,21.80654526,20.69982719,19.88006401,19.76889229,22.75673485,0.36265373,1.4693718,2.28913498,2.4003067000000002,-0.58753586,1.10671807,1.92648125,2.03765297,-0.95018959,0.81976318,0.9309349,-2.05690766,0.11117172,-2.87667084,-2.98784256
3842,1,205.0525011,34.73675572,18.63140106,17.46297646,17.00081253,16.74055862,16.63076782,19.21107292,1.1684246,1.63058853,1.89084244,2.00063324,-0.57967186,0.46216393,0.72241784,0.83220864,-1.74809646,0.26025391,0.37004471,-2.21026039,0.10979080000000001,-2.4705142999999996,-2.5803051
2669,1,208.6578399,23.3049168,22.12768555,22.62994385,20.59032631,19.56652069,19.08344078,23.36804008,-0.5022582999999999,1.53735924,2.56116486,3.04424477,-1.24035453,2.03961754,3.06342316,3.54650307,-0.73809623,1.02380562,1.50688553,-2.77771377,0.48307991,-3.80151939,-4.284599299999999
5712,1,196.1413834,37.80242038,19.42351532,18.06872559,17.453826899999996,17.04579926,16.83234215,20.53341103,1.35478973,1.96968842,2.37771606,2.59117317,-1.10989571,0.61489869,1.02292633,1.23638344,-2.46468544,0.40802764,0.62148475,-3.07958413,0.21345711,-3.48761177,-3.70106888
7637,1,190.8003805,41.03903472,24.40576935,21.95541763,20.58020401,19.75474167,19.22321129,22.70326996,2.45035172,3.82556534,4.65102768,5.18255806,1.70249939,1.37521362,2.20067596,2.73220634,-0.74785233,0.82546234,1.35699272,-2.12306595,0.53153038,-2.94852829,-3.48005867
4463,1,185.5053122,19.56868899,19.71068001,18.40036964,17.85285759,17.54020119,17.3488636,21.22667503,1.31031037,1.85782242,2.17047882,2.36181641,-1.51599502,0.54751205,0.86016845,1.05150604,-2.82630539,0.31265640000000006,0.50399399,-3.37381744,0.19133759,-3.68647384,-3.87781143
1109,1,198.19166,15.27035837,22.38130188,21.57939529,20.34039116,19.5933342,19.19966125,23.2273941,0.80190659,2.04091072,2.78796768,3.18164063,-0.84609222,1.23900413,1.98606109,2.37973404,-1.64799881,0.74705696,1.14072991,-2.88700294,0.39367295,-3.6340599,-4.02773285
4136,0,205.33395919999998,29.03559289,17.26855469,15.73779488,15.21844769,15.04603481,14.98150826,22.00519371,1.53075981,2.050107,2.22251988,2.28704643,-4.73663902,0.51934719,0.69176007,0.75628662,-6.26739883,0.17241288,0.23693943,-6.78674602,0.06452655,-6.959158900000001,-7.02368545
7974,1,189.70685559999998,35.44103467,19.40285683,18.0875473,17.27554703,16.88252831,16.56465721,20.31274033,1.31530953,2.1273098,2.52032852,2.83819962,-0.9098835,0.81200027,1.20501899,1.52289009,-2.22519303,0.39301872,0.71088982,-3.0371932999999998,0.31787109999999996,-3.43021202,-3.74808312
5168,2,185.20849850000002,23.436024800000002,20.83011627,20.36201859,20.4034462,20.3737812,20.08091736,21.35370445,0.46809768,0.42667007,0.45633507,0.74919891,-0.52358818,-0.04142761,-0.01176261,0.28110123,-0.99168586,0.029664999999999997,0.32252884,-0.95025825,0.29286384,-0.97992325,-1.27278709
3718,1,180.3659332,20.31052565,19.06793022,17.82979584,17.40340042,17.21325302,17.08253288,20.23291588,1.23813438,1.6645298,1.8546772,1.98539734,-1.16498566,0.42639542,0.61654282,0.74726296,-2.40312004,0.1901474,0.32086754,-2.82951546,0.13072014,-3.01966286,-3.150383
4406,1,204.2188011,32.4401618,24.82241249,21.80224609,20.33266258,19.94443703,19.73561859,21.94539261,3.0201664,4.48974991,4.87797546,5.086793900000001,2.87701988,1.46958351,1.85780906,2.0666275,-0.14314652,0.38822555,0.59704399,-1.61273003,0.20881844,-2.00095558,-2.20977402
6834,1,183.78687119999998,35.13705841,21.61841393,21.08384705,20.44872665,19.74673653,19.24059486,20.98358345,0.53456688,1.16968728,1.8716773999999998,2.37781907,0.63483048,0.6351204,1.33711052,1.84325219,0.10026360000000001,0.70199012,1.20813179,-0.5348568,0.50614167,-1.23684692,-1.74298859
3630,1,178.1461687,21.55891354,20.12754059,17.94689178,16.98478699,16.44613075,16.19412422,20.28544235,2.18064881,3.1427536,3.68140984,3.93341637,-0.15790176,0.96210479,1.50076103,1.75276756,-2.33855057,0.53865624,0.79066277,-3.30065536,0.25200653,-3.8393116000000003,-4.09131813
3808,1,208.3355165,28.19665696,21.78665733,20.90352821,19.72502136,18.93014908,18.46255302,22.8239727,0.88312912,2.06163597,2.85650825,3.32410431,-1.03731537,1.17850685,1.97337913,2.44097519,-1.92044449,0.79487228,1.26246834,-3.09895134,0.46759606,-3.89382362,-4.36141968
5574,0,190.8096459,39.08127061,20.521568300000002,20.08795929,19.9834671,19.92719269,20.08947182,22.0538826,0.43360901,0.5381012,0.59437561,0.43209648,-1.5323143,0.10449219,0.1607666,-0.00151253,-1.96592331,0.05627441,-0.10600472,-2.0704154999999997,-0.16227913,-2.12668991,-1.96441078
3502,2,193.8339639,15.48019227,22.59263611,21.91671753,21.80051804,21.53959656,20.86633492,22.31949615,0.67591858,0.79211807,1.05303955,1.72630119,0.27313996,0.11619949,0.37712097,1.05038261,-0.40277862,0.26092148,0.93418312,-0.51897811,0.67326164,-0.77989959,-1.45316123
2456,0,191.69343730000003,29.83736254,20.54598427,19.80426598,19.52052689,19.38092995,19.47003555,22.34197235,0.74171829,1.02545738,1.16505432,1.07594872,-1.79598808,0.28373909,0.42333603,0.33423043,-2.53770637,0.13959694,0.05049134,-2.82144546,-0.08910560000000001,-2.9610423999999997,-2.8719368
2741,1,193.5087585,21.51633968,22.31539726,20.01791,18.45697021,17.91599846,17.52111435,22.46145439,2.29748726,3.85842705,4.3993988,4.79428291,-0.14605713,1.56093979,2.10191154,2.49679565,-2.44354439,0.54097175,0.93585586,-4.00448418,0.39488411,-4.54545593,-4.94034004
7138,2,176.2688531,27.74463831,20.70198822,20.09562111,20.10021782,19.70820427,19.46927834,20.77194595,0.60636711,0.6017704,0.99378395,1.23270988,-0.06995773,-0.00459671,0.38741684,0.62634277,-0.67632484,0.39201355,0.63093948,-0.67172813,0.23892593,-1.06374168,-1.30266761
6628,1,187.5728311,21.57908237,19.963481899999998,18.57714844,17.94628525,17.59122658,17.36535645,20.22988129,1.38633346,2.01719665,2.37225532,2.59812545,-0.26639939,0.63086319,0.98592186,1.21179199,-1.65273285,0.35505867,0.5809288,-2.28359604,0.22587013,-2.63865471,-2.86452484
5192,1,195.32042009999998,30.93694848,25.65843391,22.43858528,20.82042503,19.68111229,19.57663155,23.24871445,3.21984863,4.83800888,5.97732162,6.08180236,2.40971946,1.61816025,2.75747299,2.86195373,-0.81012917,1.13931274,1.24379348,-2.42828942,0.10448074,-3.56760216,-3.6720829
3503,2,194.6047392,15.49449881,21.24656868,20.89682961,20.89405251,20.80235481,20.76072884,22.80204773,0.34973907,0.35251617,0.44421387,0.48583984,-1.55547905,0.0027771000000000002,0.09447480000000001,0.13610077,-1.90521812,0.0916977,0.13332367,-1.90799522,0.04162597,-1.99969292,-2.04131889
7704,1,204.9681274,35.62972819,21.44659424,20.82102013,20.30407906,19.29218483,19.24126816,21.341180800000004,0.62557411,1.14251518,2.15440941,2.20532608,0.10541344,0.51694107,1.5288353000000001,1.57975197,-0.52016067,1.01189423,1.0628109,-1.03710174,0.05091667,-2.04899597,-2.09991264
5594,2,192.2920539,34.34546663,20.54815483,20.1471386,19.99560356,19.73812103,19.56044388,20.38108253,0.40101623,0.55255127,0.8100338,0.98771095,0.1670723,0.15153504,0.40901757,0.58669472,-0.23394393,0.25748253,0.43515968,-0.38547897,0.17767715,-0.6429615,-0.82063865
2178,1,193.770835,34.46529775,22.16151428,21.42436028,20.15636063,19.40221596,19.11843681,22.4505825,0.737154,2.00515365,2.75929832,3.04307747,-0.28906822,1.26799965,2.02214432,2.30592347,-1.02622222,0.75414467,1.03792382,-2.29422187,0.28377915,-3.04836654,-3.33214569
4326,2,184.6503601,34.26025645,21.67873383,20.9453907,20.82621002,20.89714813,20.87267685,21.5023098,0.73334313,0.85252381,0.7815857,0.80605698,0.17642403,0.11918068,0.04824257,0.07271385,-0.5569191,-0.07093811,-0.04646683,-0.67609978,0.02447128,-0.60516167,-0.62963295
1049,1,193.7995992,13.95253117,22.06328392,20.12026215,18.57237053,17.97989845,17.61712837,23.09790421,1.94302177,3.49091339,4.08338547,4.44615555,-1.03462029,1.54789162,2.1403637000000004,2.50313378,-2.97764206,0.59247208,0.95524216,-4.52553368,0.36277008,-5.11800576,-5.48077584
1320,1,177.8970841,34.22169711,19.62320328,18.80078888,18.35311127,18.09667587,18.00918961,20.20850754,0.8224144,1.27009201,1.52652741,1.61401367,-0.58530426,0.44767761,0.70411301,0.79159927,-1.40771866,0.2564354,0.34392166,-1.85539627,0.08748626,-2.11183167,-2.19931793
4276,1,193.6930379,40.58096989,24.66811371,21.40598106,20.39369583,19.60624313,19.10478973,22.40867043,3.26213265,4.27441788,5.06187058,5.56332398,2.25944328,1.01228523,1.79973793,2.30119133,-1.00268937,0.7874526999999999,1.2889061000000002,-2.0149746,0.5014534,-2.8024272999999997,-3.3038807
2812,2,196.65636630000003,24.15928838,21.87392998,21.80823326,20.5477066,19.77048302,19.43271828,22.0243206,0.06569672,1.32622338,2.10344696,2.4412117,-0.15039062,1.26052666,2.03775024,2.37551498,-0.21608734,0.77722358,1.11498832,-1.4766139999999999,0.33776474,-2.25383758,-2.59160232
3344,1,190.5523539,25.93250027,19.13967896,17.75099564,17.09777451,16.68041611,16.43927002,19.93353653,1.38868332,2.04190445,2.45926285,2.70040894,-0.79385757,0.65322113,1.07057953,1.31172562,-2.18254089,0.41735839999999996,0.65850449,-2.83576202,0.24114609,-3.25312042,-3.49426651
2638,1,203.46743080000002,19.10448169,19.33053017,18.19962311,17.68685913,17.40196419,17.10375214,20.00669098,1.13090706,1.64367104,1.92856598,2.22677803,-0.67616081,0.51276398,0.79765892,1.09587097,-1.80706787,0.28489494,0.58310699,-2.31983185,0.29821205,-2.60472679,-2.90293884
3650,1,180.3295766,23.09598039,23.13322067,21.69516373,20.34980202,19.54199219,19.1268177,22.54175377,1.43805694,2.78341865,3.59122848,4.00640297,0.5914669,1.34536171,2.15317154,2.56834603,-0.84659004,0.80780983,1.22298432,-2.19195175,0.41517449,-2.99976158,-3.41493607
2239,2,193.04175039999998,33.754298,22.2818737,21.27357101,20.7986908,19.99749374,19.59076309,21.29979324,1.00830269,1.4831829,2.28437996,2.69111061,0.98208046,0.47488021,1.27607727,1.68280792,-0.02622223,0.80119706,1.20792771,-0.50110244,0.40673065,-1.3022995000000002,-1.70903015
7585,0,195.8262985,13.31291569,21.91287994,20.76374435,20.77576828,20.76400757,20.50275803,23.87557602,1.14913559,1.13711166,1.14887237,1.41012191,-1.96269608,-0.01202393,-0.00026322,0.26098632,-3.11183167,0.01176071,0.27301025,-3.09980774,0.26124954,-3.11156845,-3.37281799
3712,1,181.327311,22.0756732,19.46367645,18.41440582,17.844009399999997,17.53203964,17.39224625,20.06221008,1.04927063,1.61966705,1.93163681,2.0714302,-0.59853363,0.57039642,0.88236618,1.02215957,-1.64780426,0.31196976,0.45176315,-2.21820068,0.13979339,-2.53017044,-2.66996383
625,1,203.13683559999998,29.63489858,22.50862122,21.71982765,20.56444931,19.56388664,19.16419983,23.91474342,0.78879357,1.94417191,2.94473458,3.34442139,-1.4061222,1.15537834,2.15594101,2.55562782,-2.19491577,1.00056267,1.40024948,-3.35029411,0.39968681,-4.35085678,-4.75054359
4521,1,187.3065693,23.55532622,19.30113983,18.15586281,17.72747993,17.43895912,17.28718185,20.00535774,1.14527702,1.5736598999999998,1.86218071,2.01395798,-0.70421791,0.42838288,0.71690369,0.86868096,-1.84949493,0.28852081,0.44029808,-2.27787781,0.15177727,-2.56639862,-2.71817589
116,0,196.5373334,38.01903282,21.60411072,20.34306908,20.14137268,20.03739548,20.03185654,23.46540642,1.26104164,1.46273804,1.56671524,1.57225418,-1.8612956999999999,0.2016964,0.3056736,0.31121254,-3.12233734,0.10397719999999999,0.10951614,-3.32403374,0.00553894,-3.42801094,-3.43354988
5005,0,204.84780980000002,24.48907938,22.27163506,21.68393517,21.65651703,21.82943916,21.64292717,23.3285141,0.58769989,0.61511803,0.4421959,0.62870789,-1.05687904,0.02741814,-0.14550399,0.041007999999999996,-1.64457893,-0.17292213,0.01358986,-1.67199707,0.18651199,-1.49907494,-1.68558693
