,class,ra,dec,u,g,r,i,z,nuv_mag,u-g,u-r,u-i,u-z,u-nuv_mag,g-r,g-i,g-z,g-nuv_mag,r-i,r-z,r-nuv_mag,i-z,i-nuv_mag,z-nuv_mag
3613,1,0.8544217979258298,0.5697947241439025,0.8632684020232246,0.8481858383175064,0.8879515222164704,0.8484958648828687,0.8006929085734286,0.864445818658564,0.45359229197009704,0.43858926440711227,0.49589896232884345,0.5983112856417648,0.5573039055253917,0.3578245842410351,0.55070504403731,0.6516227045662231,0.48953199112693985,0.6752486904580012,0.6915583577451015,0.522532395252055,0.6436224135187991,0.4487342554328158,0.37262103471989066
7459,2,0.9429550799802464,0.4961275403944108,0.7730397428339458,0.8646384926737258,0.8900038403297684,0.8831281446744448,0.83238271927509,0.8549391530035653,0.19350763411021477,0.19167439911249468,0.2224131207530529,0.2963458215346695,0.4172886183755963,0.29095588214540946,0.2656160705881743,0.39566216560549655,0.5615145126023878,0.17590272480692706,0.44070529439565054,0.6436409441418905,0.7293023955850265,0.6304690760704376,0.5848412416726883
4402,1,0.9733391927585342,0.804292949921233,0.938769639090245,0.9219329790471801,0.9205831341239128,0.874820580694052,0.8236671494954357,0.8905553051799966,0.5104656700466513,0.5674073104076004,0.6321572228582403,0.7079583390301686,0.6645771829665073,0.5981072395262065,0.7245314980701996,0.7319418402518442,0.5624338850966402,0.6985942677923003,0.711994931803609,0.5387630436042445,0.6497815588052909,0.4516153190163759,0.35852491771186557
8298,2,0.8807598217792818,0.9484171162243814,0.8328339066010975,0.9200606629547794,0.9626262978663982,0.9433889781109028,0.9359129149378473,0.9054500047503324,0.13067494885819272,0.067483323473336,0.08962535437109821,0.09112723485125698,0.33166042048336053,0.04748524513963102,0.12361403621255537,0.20438991833021675,0.4120491011470685,0.31254259104511256,0.3916993149780103,0.5686768020652851,0.3477087182214354,0.5763210667240569,0.5896622514580588
2392,0,0.9194244991705368,0.7272963971186179,0.7703351422205308,0.8243916321078162,0.930134055247147,0.9229797228762886,0.8916611036252181,0.8459159405980513,0.4060080858545856,0.12551400054331757,0.13846421362450903,0.2623952133470813,0.3882567635327338,0.05952419003030557,0.21715993924050497,0.3444045150499574,0.5359875675059251,0.5473681810538675,0.5670085846148684,0.6892380131318673,0.5973391969570687,0.6841763638772661,0.6165576683537969
7647,1,0.9812455787517497,0.8891981923413057,0.8026882256616508,0.9045575936311692,0.9203410758127678,0.8743481464230314,0.8484857253261838,0.8887545761838457,0.14894711976290567,0.2167209981660558,0.3357853568856295,0.391275293016616,0.4115680957966406,0.40157401714376706,0.5153068371499799,0.52140532835231,0.5982235207271716,0.4778914080423305,0.5010459974770275,0.6109715380433638,0.5672851994900487,0.5012661142519088,0.4515657578688776
4340,1,0.8660962818967785,0.8744873804626216,0.8666991283087734,0.9114292739496052,0.9876017772178934,0.9658532041832834,0.921370568945097,0.8681756069337613,0.3404005556119474,0.21550216501536396,0.25912153978004876,0.3823241095680524,0.5268948351222442,0.10792682696705926,0.3852500677066423,0.49450570859450627,0.5982820679630586,0.6019901346040235,0.629424696424963,0.7870431294482694,0.6262820895490284,0.747037876485149,0.6266149320881063
2689,2,0.991536841433503,0.504289443677219,0.6443921547565372,0.6417040742949252,0.6916968846187203,0.667573878386564,0.635412593552601,0.7510924058033647,0.47334704992789045,0.2799125568259245,0.32171718876418676,0.4334112495061413,0.26923252764136724,0.13998616289799837,0.3187897118414255,0.4410311840555183,0.31054909765435906,0.6237726738917787,0.6358188068161202,0.3592328118273743,0.6194138199287507,0.32888115945723534,0.2908976309524672
5718,2,0.9959949310420548,0.5936029625802383,0.8961433634617639,0.9311999242120714,0.9501281091205461,0.9003074387708608,0.8395693406762158,0.8642094079809172,0.2871394008655668,0.3774707200732639,0.48288479109083643,0.5508882958407947,0.6129432206300368,0.4810819708445504,0.6956049876298551,0.6214034178069416,0.6495011228473511,0.7400250438054403,0.6047051705734527,0.6943570433039442,0.45023338166598315,0.5682638956875566,0.48690692050022544
2507,1,0.9094549881812135,0.6435197774778828,0.7003663431966235,0.7235001700820689,0.7848305864120966,0.7623202182838358,0.7278927991339179,0.7662687697501156,0.452407294053913,0.2522547336492244,0.2906976707801393,0.40582857519722204,0.4022707242858003,0.13891394878152127,0.3126990723425239,0.4348745021910002,0.48735727804021406,0.6135403525407634,0.6277036715953995,0.555123776007834,0.617552524138884,0.5177710649342238,0.45525649546376584
1827,1,0.8846488928501168,0.7915969722912327,0.6554254114743756,0.6792623591737197,0.7563074236151784,0.7448526077167125,0.7124840338094056,0.7201610639294107,0.4308892157423616,0.1915525627626664,0.2638295019791645,0.3317852603327675,0.4017995613042045,0.09834700304652551,0.24810748986038053,0.38049388246395943,0.49714197440338176,0.5715126781650478,0.5983519602614408,0.6221748410818051,0.6138689170032011,0.606572441334558,0.535021331782348
5512,2,0.9424092950668431,0.7993698423718106,0.7510540076754545,0.8257916980509737,0.8889821555839241,0.8913831203134496,0.8434064644259953,0.8399789806156792,0.1272348845888034,0.11806527342544862,0.1359296462232425,0.21007475748284377,0.2773678115101479,0.14666358298609466,0.3505194743176602,0.47084298285725906,0.44038427866720137,0.5380252633985005,0.5886924622794943,0.607202028418425,0.6245975603669007,0.6198260330409244,0.5242389247240662
1606,1,0.9557960026432639,0.9389469567864177,0.8602510552067015,0.8498680722221694,0.8846195668996711,0.8433598136745317,0.8009185231195947,0.8707248322375646,0.5338812267255667,0.4635522542284337,0.5604891822014036,0.6044146876561647,0.5684873439490665,0.2625785881228253,0.43461291256292905,0.5418401032150122,0.5352041938387176,0.6826484610624867,0.6832609651395528,0.49475752963242287,0.6308684985481798,0.4182233931573598,0.35767454596188475
1711,1,0.842102163446691,0.7128692512139464,0.9484974065277231,0.8444563053478299,0.8954260125258637,0.8514852812307173,0.802897355099523,0.8345345992950929,0.726133513285052,0.675718457708824,0.7542261539748539,0.7848338690191874,0.8932390513907419,0.21982115941563396,0.406083989561551,0.5287442860062869,0.6213667144382369,0.6926762154158042,0.703894821365751,0.6337803514452498,0.645314368669784,0.5414409189493461,0.4509723736412484
1702,1,0.9841760742154597,0.8690035871207892,0.7862819969785448,0.8574901889143254,0.9343600958747873,0.8868913865864475,0.8485078353423048,0.8604998984431232,0.3669505242995648,0.16014481846183085,0.3013801146662312,0.36734624483082556,0.3977932799033342,0.1588420435589917,0.36429327659957256,0.47627831233538787,0.5840509588540128,0.7048301211242515,0.6833697598215068,0.6555475362210229,0.6175017838032582,0.554099741444611,0.486594133987147
8208,2,0.932391816590758,0.708369726388602,0.9648893186747685,0.9293685682549647,0.970217145336064,0.9589879883812281,0.9668093378081198,0.9327178283549284,0.7001098967378468,0.5757554977934703,0.5234994252881713,0.45906214199408707,0.6647535433656843,0.22168843568763627,0.1872766631638434,0.17356164319350734,0.4625631758120233,0.19090182166782,0.17336891150085382,0.5630484991245899,0.15301075656121818,0.5881646826546393,0.640014443733826
671,2,0.8768461695635813,0.5383544904275788,0.7754499902286237,0.8378995128382396,0.9490266042878142,0.8348794577315253,0.9152866450780146,0.8614935200258633,0.3812946437138094,0.0963213946269375,0.4470874329095582,0.22885542395531244,0.3018003121336984,0.061511712101282964,0.4907470886674798,0.32992433179957004,0.3971893683912487,0.7783337443210205,0.558047029028402,0.5117830568248373,0.3741863590121981,0.35638668510542587,0.5329768050641117
4319,1,0.855019984541837,0.8688734940316214,0.8205947652200064,0.9184176906957752,0.9280536701259237,0.8843829271955403,0.8462151267264646,0.8254837422467473,0.19879794073599064,0.22250879861891548,0.3126503889301797,0.419960119703394,0.513071661502358,0.5276020984211306,0.6803238714464408,0.6746726663183645,0.7366964330120181,0.6901134235236139,0.6740532243192715,0.7622885988421045,0.6171688804418484,0.6669410069385815,0.5676901617887854
8328,2,0.8606017537330811,0.6366462929033714,0.9584518608466579,0.9597472769948908,0.9971833800128385,0.9842488471818851,0.9660831299996125,0.8926461741983777,0.5728757099176498,0.43435649776874286,0.39805572243564247,0.4097957004028903,0.8916338794961577,0.10473058658381122,0.12397036818572305,0.25935692021563633,0.6265589700879178,0.20574829543544756,0.4184116634446058,0.7442478452718075,0.4811348035546304,0.760923088985534,0.7314408393119616
7865,1,0.97456709532943,0.7950281213486191,0.6098491505476462,0.6324877264267954,0.6264890246897614,0.606664403384572,0.5870840823414321,0.7561023498215982,0.3399127326481417,0.4076660946958745,0.44002638515434234,0.4778397254951092,0.16689809062360061,0.45545884167327294,0.47957614395267656,0.5378053924333781,0.20574076328163063,0.4635170984285189,0.5611685677039033,0.21348181119635193,0.5182265880194692,0.197570970740556,0.1830781470971823
1618,0,0.9389805506634671,0.9510455667666949,0.7657732035565505,0.8106106143097543,0.9048859534776971,0.8950769413829998,0.8700647573585011,0.8800255199691716,0.4124753644173022,0.16841674196518572,0.23700108186675156,0.28704089114262815,0.29450064636572765,0.09911576655339745,0.24218518416376705,0.35547270638148104,0.4042212558230095,0.558813143567651,0.5606427626228286,0.5190041375914186,0.5840504500188494,0.5184265210270437,0.48559528098406807
7238,2,0.9841911677107547,0.7229503887523165,0.8071676070243362,0.8916211038927456,0.9335753289101678,0.9335266555919932,0.8994072214065517,0.8891068774875706,0.23558708128455158,0.18662726485626036,0.20124136915545088,0.23566991158666697,0.40854481096473544,0.1672616937600582,0.16535040210148,0.27084814100227483,0.5346591624595559,0.12061105221025156,0.3387973638324877,0.6568624778201213,0.6010620010453409,0.6608428205495911,0.659672726415047
58,1,0.8962035882735845,0.9164767179608607,0.8215368619754553,0.9048440020241892,0.9545948040228169,0.7970713110726884,0.846895495161515,0.858388957163585,0.3508389125208925,0.2066039111926723,0.574162931621688,0.4423841082688091,0.42085084324844346,0.2383483599312478,0.6433035644927565,0.5636323578872781,0.5818540526447308,0.87340852799724,0.7381418696646402,0.5333441814888064,0.4177631598732756,0.2992166285099161,0.3999621113571521
8245,1,0.9669064407433717,0.767067424094695,0.8951444142517616,0.9267392313079005,0.9142299260711102,0.8623389659128481,0.8374279682229075,0.929359934911584,0.33614842243096377,0.4711658222177699,0.5555480784871663,0.5778105422298495,0.44846872942337546,0.6768841103902166,0.7335878266094218,0.775837042203867,0.46605935433915713,0.7623968625683252,0.7735166468267453,0.41174964833801936,0.5728227270656037,0.33318994029451626,0.3088845836991115
701,1,0.9550252387290737,0.32640137306010153,0.8083956950374853,0.8595237862753229,0.9231430345102092,0.7802937605342931,0.8215661261817838,0.8989507122863968,0.4087492631809239,0.239106568926499,0.5784934710908031,0.4600328103091841,0.359945401304274,0.18835081908008602,0.6023411172702339,0.5245782951986219,0.48717753954150245,0.8498637629551293,0.7271724852764841,0.484144826320705,0.4287468566937661,0.2676734463921669,0.33345022394147567
4100,1,0.9866439912097652,0.6705725784282509,0.908641307629889,0.899559846653797,0.906804123939841,0.8513382764717167,0.7991214262869871,0.8462759616719778,0.44140073210287817,0.5216140519840885,0.605678294469509,0.6886598163341877,0.7115464683045136,0.5628973654154837,0.7108164317373508,0.7737349573239868,0.6753902693290524,0.7370925014751788,0.7399613275191932,0.6273002278396834,0.6542303932694159,0.5075655219779042,0.4138691078013916
3467,1,0.917264308168948,0.48811258068178487,0.7332336917391303,0.7401045544508769,0.7962370666823311,0.7705334719647865,0.7340486052478463,0.7887513524910869,0.4693479426798899,0.28983684945936306,0.33165973766007834,0.44367003872408045,0.40668117846223756,0.15767307264485872,0.33321657313172703,0.4543470058583246,0.46881738348844515,0.6251734158659651,0.6392294618606258,0.5156673253829451,0.6219576311417152,0.4737252384667094,0.4134016690263143
2314,2,0.8972891995616946,0.7838576308695918,0.7281723775014317,0.7933315868036936,0.8944668693292476,0.8893204827826919,0.8538767654819772,0.7941046291995342,0.3764250011451743,0.0887317770924571,0.10100937998777475,0.24001668899651268,0.4062534928336338,0.06070607924761221,0.21481286748804057,0.35119023018949,0.5969200045615454,0.5410202811096997,0.5759527338779385,0.7551730756432222,0.6100978560263302,0.7495749632287729,0.6615512986794936
5475,1,0.960949500882951,0.8848489296347359,0.805460886041105,0.8708245576897476,0.9044268320375092,0.8700412090467156,0.817066671188648,0.821490480091482,0.17221799650620917,0.2340556174224703,0.3181145882109637,0.3866329362017646,0.47621352488901414,0.3570165609646306,0.5807549648928999,0.6305176332123427,0.6139678637297461,0.6806136427472976,0.6901065208757086,0.7082848410987914,0.6389182293240423,0.6207295072025623,0.5122150307273843
2214,1,0.8996292060412417,0.8264798355449513,0.7922824585440137,0.8492415112884439,0.9018709770211262,0.861872869111799,0.814257756360729,0.8373892724947183,0.40460681784995645,0.24677645630122114,0.3188063367837116,0.4474785906640809,0.46773171242607925,0.20430592496120448,0.39598973347545396,0.5184617744485275,0.6262400907873634,0.6769877760676065,0.691103908312706,0.6418068873209292,0.6421136182080976,0.5587509299025232,0.4687273441294268
391,1,0.939520812854386,0.6698549232856439,0.8924481073141696,0.9146091196877585,0.9159972122738058,0.7733827701133882,0.8264014066520853,0.7875623366733185,0.4788518319386746,0.47759548069446905,0.7217517786216306,0.6256475757730116,0.766427197749434,0.3631891231763836,0.6925427274364868,0.6153104088118578,0.8125504421056343,0.8506669117790536,0.697767723823383,0.6504012681675265,0.4090905489409022,0.38920884493830193,0.5317240284550491
4556,2,0.9787580052260942,0.788106119798589,0.7896297983733729,0.8705210022612319,0.9345023461263675,0.9238479456915467,0.8838280683636491,0.8248238647831387,0.22957016646915787,0.1219574268229196,0.15163801516912107,0.2878510377690767,0.4304814503850925,0.16315626546356954,0.3792599188122521,0.4838576934751478,0.6144434778918408,0.5607505158825009,0.5965588210373071,0.7815042186902326,0.6186219858524187,0.7684452062001822,0.6513360218137967
6142,2,0.9121092018205403,0.6607388286823238,0.8136401428363882,0.8904544568385673,0.9576285632524068,0.958190960895616,0.9113478818284444,0.8430317440114785,0.1378384529389792,0.12404962362417357,0.1417025393054047,0.2017841762012994,0.45708619935646716,0.15504627488830766,0.15690174235315152,0.286486924950127,0.5960687630314079,0.29604648462382765,0.3601840937251618,0.7772465240510009,0.6337065998564747,0.7743066462715116,0.7321456987948358
4425,1,0.9142168298859874,0.5978196473602015,0.7125449927131112,0.7450705964352371,0.7690549946791901,0.7458629728265664,0.7117443985374147,0.7945146017131095,0.32105198809914015,0.2829930894535435,0.32848895834555686,0.43372581347143396,0.29989573991824,0.34885354966523147,0.5239953015411545,0.5757342511349581,0.374781055171255,0.6164487883743114,0.6300126023041691,0.4363543240794999,0.6180838523728163,0.40846987318803063,0.35059202401871864
382,1,0.9192272363248339,0.6984647975369938,0.9078287230590596,0.8709457368806762,0.9051615279552756,0.7649680282250318,0.8125824816652203,0.852765630159922,0.5920011224061535,0.5415574322091855,0.758388022743198,0.6815518121487263,0.6458725226469119,0.26603935270249784,0.6410441289113208,0.5594979061252239,0.5094241852225886,0.8481030545040152,0.7061283206894173,0.4338521626084921,0.4164734389399618,0.2558886534097251,0.343602810706071
1235,1,0.9714160559929913,0.8129607531853679,0.9078527904115377,0.8917469274082468,0.9513606714443332,0.7968040868065818,0.836596679645907,0.8980004923479695,0.5536381112873084,0.44337406666738616,0.7135836887327017,0.6414097566276427,0.6265368066879077,0.20856774633535743,0.6257059243756327,0.5581499854479071,0.5705485563183564,0.8698387261311029,0.7578929348814373,0.5466502817355866,0.433294022682414,0.2936934894804769,0.3684148209616671
6234,1,0.8629053485414501,0.41569213943765526,0.8046991935315769,0.8801260639697107,0.8888252842323603,0.8557762278566847,0.8033716999287994,0.8288165304589654,0.156209193049976,0.25622456950308703,0.33369130039848305,0.3962341892018978,0.4707766091205188,0.5503994810483069,0.5666082526439047,0.6006684204935256,0.5923020470232142,0.518120585771634,0.5531059511794103,0.6313551668658579,0.748143231282572,0.5508376317703203,0.5022047951598554
7872,1,0.9075286682004502,0.7949081743145717,0.7376729271722401,0.7914603762383986,0.7935088385349519,0.7772481359867551,0.7597263685833221,0.8136593609181275,0.2999634954637798,0.3774294610161538,0.4031291810025998,0.4373871929596773,0.4096260799413575,0.4609022233550056,0.4611859876568597,0.5102913054687142,0.5009951051064319,0.40752629187267314,0.5052796971365526,0.4962396433733891,0.48347654201380663,0.4708428785782856,0.4426156157433533
1829,1,0.8825893077471038,0.7866540009779577,0.7824425270858707,0.8155227430584538,0.8429961609132927,0.8010801694257379,0.7545076335466613,0.8917486166290393,0.43767040944222535,0.34502199480845674,0.45713007960357643,0.5231884905349671,0.3093933014356838,0.26937560976864217,0.4421885357600088,0.5570644734516503,0.38476943051454254,0.6869693521140827,0.699410208879401,0.3220028817765187,0.6443175110225217,0.2545905892597169,0.20477315388670644
6532,1,0.9339415430012965,0.590406933388644,0.6865868420797325,0.729776925661816,0.7547572896538353,0.7408921049149786,0.7010541156636012,0.747066041775398,0.25266852937654233,0.27136413003640136,0.3115981114059717,0.36452452937829855,0.3714998835420252,0.34944254757162524,0.34935114559847186,0.43327083309076064,0.4283703877351152,0.40089793436979015,0.4477605355567384,0.5252783491168709,0.6926323202472241,0.5014620235728341,0.4768355137854626
894,1,0.8878203161404717,0.6630283591969329,0.8272188574755991,0.884878738685365,0.9498830606045435,0.7937018695753059,0.8381850759355464,0.9219495526226128,0.4000959487812051,0.23150403879247558,0.5891088916804309,0.46982760051053146,0.3526236285933292,0.1925765814624841,0.6198690978784746,0.5423080069858424,0.4913528035131739,0.8734747287821711,0.7494305901728189,0.4844189327531998,0.42502166608945274,0.2498578003450887,0.3140029414080881
4473,1,0.9304330612462783,0.8212093392511017,0.8157062839499362,0.8922604639651042,0.9069326567630049,0.8657246037562901,0.8228543830672658,0.8475834903342131,0.24816538585469014,0.25681022645636453,0.33928080055106485,0.4514509935046878,0.44192873872529803,0.482675336671027,0.6492921522977808,0.6664553057633025,0.606639360527552,0.6813354883114918,0.6817569082135025,0.6369502616416934,0.6301690700403401,0.5549322704656373,0.46240922250646577
3090,1,0.9522513798131801,0.33156944512652614,0.8102553189063212,0.8340477686704237,0.8837254669356732,0.8417194031955589,0.7981389451062484,0.8731229363876497,0.4492579986968897,0.3058234039548247,0.3781097501926032,0.4915613081451809,0.39728442533111874,0.20667510998970817,0.40225498941828286,0.5178385573218751,0.48617413210239735,0.6856044316605997,0.688002539547925,0.4850820075631565,0.6337922420958502,0.40735771246228614,0.3457167316063917
2286,1,0.9260717300506163,0.7753165892387471,0.7183076243541706,0.764552748100234,0.8378290595080832,0.8147007343646953,0.778551272248221,0.8071846087000919,0.411130786191204,0.18543338352092628,0.22878261623265397,0.35356766154908836,0.34738635434146975,0.12232582681396781,0.2999373087345214,0.42470791453950907,0.4834835421813036,0.6137223421719116,0.6279376318775354,0.5676830856378737,0.6176748368858689,0.529356258599233,0.46512696686771776
1734,2,0.843894496231736,0.627112330280047,0.7578585556679521,0.8139218406628643,0.8982190877136942,0.8801515675131215,0.8441363485245934,0.8434676614262472,0.3899372191794414,0.1615555899039669,0.24689936426112755,0.3157432371523718,0.3649977561729545,0.12541567545762244,0.27964774357484345,0.4047040093714274,0.5147628882409426,0.5913872136937632,0.6088237906373115,0.6136763163961336,0.61221842053782,0.5861990216957738,0.5189390569683594
6060,2,0.9813465548975275,0.48800392389348973,0.769144837076595,0.8458586063767789,0.9122971806221176,0.9140672187067524,0.8699667445360738,0.8276466286780624,0.12251696703685815,0.1034500173196027,0.1205578698040952,0.18046056089532073,0.37163112538523624,0.13655101104876885,0.13953696592521575,0.2722278730685743,0.5203564123921386,0.2895486665162701,0.3524219096431485,0.7009706366139365,0.6272428459832023,0.7063579398063844,0.6720411943989496
3615,1,0.857179619029597,0.5680596497360201,0.8157202133850043,0.8682605183132213,0.8854956191526395,0.8436485268803071,0.796151791178965,0.853549451490865,0.2753028293740185,0.31639120832093176,0.3874429507685015,0.5063397011092013,0.46022464661514345,0.49124905347935305,0.6311923773652915,0.7079251305958845,0.5727979500547739,0.6846988982229102,0.696952698072259,0.5495270867574648,0.643250732260601,0.4679572208332298,0.38950950288285013
1572,1,0.9428725342033731,0.9736545745170242,0.8194001241298325,0.8911707017409458,0.9349314385570174,0.7803878032235763,0.8331950652648882,0.8407355549793223,0.37218102656872554,0.2472097861127238,0.5962810182673817,0.4630406073665644,0.5351437791886037,0.2537564179455047,0.6489930038828463,0.5627793940812921,0.7292028275493425,0.8700057125925507,0.7224686265606636,0.7175981794193393,0.41022878310056865,0.3680691200524083,0.5017967061988136
5061,2,0.9810178021925356,0.6311600960055403,0.7813853897515668,0.8715029350733358,0.9425701002733048,0.9445420210467852,0.8915219019450991,0.8867805608827295,0.1003892711576358,0.08079233422455989,0.08746549994118423,0.185540383445263,0.23701714223392142,0.1206089811195716,0.3141033331229909,0.46926126432034093,0.4265654932417311,0.5110528011511534,0.596647098834484,0.6031572753377471,0.6489004141252067,0.6336974381933688,0.5140561149015981
7843,1,0.8749358111556267,0.5209670680630396,0.7213781668716239,0.7820909742236739,0.7962376758259455,0.7803617082438604,0.7641277462236359,0.8048078549818973,0.2633727020683631,0.31095376348063775,0.34451291640689397,0.3803204772271573,0.3832944488093332,0.36138207606126377,0.3932985833984702,0.44762304139212433,0.5016308918553074,0.4022568585584669,0.4916054704008856,0.5320533099040979,0.4669946264758937,0.5050999205155156,0.4774614789870827
865,1,0.8954820380415233,0.7712257236690371,0.7964041360363442,0.8222976074947952,0.8499082278805392,0.720163749281639,0.7641103354387639,0.9136753344502773,0.4535705886129906,0.36328666099179474,0.6463852652906098,0.5348426966928757,0.29155630085253686,0.26668737439998796,0.6360058263901716,0.5528554494664079,0.3489018358327146,0.8398476358457246,0.695702287164167,0.27031184977876643,0.41606419482405566,0.13835205926177263,0.1726696484524498
5247,2,0.9795030576369844,0.7313635914780579,0.7689745698800085,0.8429881293144879,0.888372303387331,0.8582502812321995,0.815124908739931,0.8801926698465736,0.1356214354783644,0.1691818665083385,0.23647228946372342,0.306618354014613,0.22026720209769346,0.2681147721483169,0.49904503821096763,0.5716617781929626,0.3696705776612281,0.6387346838455473,0.656973528338218,0.4769601440729443,0.6313806438402809,0.432658076675078,0.363118445598864
3979,1,0.9738629200425044,0.7527175058433853,0.6065712249497939,0.6211121926850514,0.6619392920715743,0.6463718851410015,0.6161912075737385,0.6711220435552566,0.30239854954805206,0.24209672959945705,0.2693978465740921,0.382310443384041,0.3632286111126568,0.2255053738085679,0.4132463652678416,0.530479955613266,0.4349991687344153,0.5909546496503875,0.6125748169324351,0.5264202413615515,0.6162147186009665,0.5051892787219736,0.4456078271578877
6538,1,0.9361419111333191,0.577046691915689,0.7102710959702487,0.7595436946219128,0.7886203623475497,0.7750252160672145,0.7343692904292585,0.771042314176883,0.24268495792929273,0.2582420942419408,0.29894674763296436,0.3519922601068491,0.3732530458442447,0.3355900121174414,0.33877257152380613,0.4247025141518059,0.43780458093679075,0.39863865280135935,0.4442481630491498,0.541100437554429,0.6890285804872637,0.5170880389890459,0.49254561299295413
5522,1,0.9537291285373588,0.8013725940742065,0.8299126064503407,0.9042125423835542,0.9235155308189449,0.8810031321483325,0.8285785466114639,0.8974100246090272,0.15666137498183738,0.2586535017194151,0.35733602824700694,0.42026291677014127,0.3425691098912404,0.46470802467143685,0.6632803039045502,0.6810333551784419,0.48292631791257684,0.7119474013971788,0.7068132069842639,0.5173955101204678,0.636512200274766,0.42244231121323583,0.350077797113524
1167,2,0.9586827205199457,0.4996545842423917,0.8133856973586796,0.8467440165525997,0.9015396932307308,0.7690529320715086,0.8183397440352993,0.8779321921869431,0.4430209207263389,0.2981803094474049,0.6031363036160268,0.4764018545538226,0.42608542310883024,0.20584605869051092,0.600462818775551,0.5071339788865569,0.511394193162625,0.8331827934309703,0.6850190842012733,0.49231420452995256,0.4142666088524871,0.2856163343236376,0.37794433694465107
1208,2,0.9629648822292225,0.8514927900281543,0.7769327774056871,0.8339024152710243,0.9476546617279443,0.8366402462311066,0.9032296346611366,0.8809626638249533,0.3918582421624965,0.10230433035740408,0.44687762599268005,0.2524864619343244,0.32176836135070663,0.052455369021391626,0.4822624173785161,0.34232880930692916,0.4691202852122805,0.7724320507594593,0.5848562665756362,0.5932889775326045,0.39607861390779037,0.39657876675425563,0.5556144790980363
4271,1,0.8697552327176182,0.5126615077105805,0.7944868980829152,0.8322724057265478,0.8290821400602587,0.7948922480291583,0.7520047775807768,0.8725408189699707,0.3342749879691057,0.3743597001066441,0.4336325256176978,0.5335565994833696,0.3188392222906461,0.5635720367874256,0.6711440840492315,0.6853809653264371,0.3808653512181224,0.6570324316171432,0.6725410851486832,0.3517952812288968,0.6357599681214738,0.3028985391012418,0.24654219053634605
258,2,0.9262144202297935,0.6479762465545094,0.7638155562829232,0.8112422664128925,0.9060093703943214,0.7989444846009109,0.8660852405587579,0.9005740618832867,0.4064373019129809,0.15637738900641274,0.4798066914508375,0.28940138742762167,0.17846527428392128,0.09410506857935569,0.5041976766670816,0.36356358755502494,0.2149213730946218,0.773311356860869,0.5772908022092821,0.2962052733552081,0.3905045810438478,0.2254995574259629,0.33654012660381255
2106,0,0.8830093032922919,0.6286599437469496,0.8020866116148202,0.818098915855062,0.9143191219382324,0.9023507706739013,0.8723219089635622,0.8324367240411806,0.48883742909347144,0.25024495393272866,0.2644112739760507,0.3677573282823172,0.5099711989171087,0.08179970635689315,0.24444167552320728,0.3652634858921469,0.5566268937452364,0.5668590455416244,0.5773484111532775,0.6893812546611199,0.5957903866288025,0.6720934061467181,0.6075262031026638
1527,1,0.8876940308402241,0.8472550503132328,0.709827946836837,0.7248044798261823,0.7885052099020831,0.680478343057174,0.7281142943536038,0.7976882913477147,0.45781605483016874,0.2678168647188347,0.566464044527633,0.4178937624714704,0.35212261033437103,0.14737262285903938,0.5517338829431904,0.43686610381239976,0.4028079723157297,0.8043826276828432,0.6358327951073457,0.4336845960503521,0.4045421750763454,0.2723691468551711,0.378486932244645
4503,2,0.916659589453791,0.8442750785626877,0.802590016619855,0.8781169349666073,0.9280870975101304,0.8859134963289795,0.8466659349397139,0.8024110642733245,0.24649237717950945,0.172464964442027,0.26381725468131517,0.38141398706736634,0.5244227685741146,0.254676063193435,0.5320779863516716,0.5823305627843138,0.6972857029422266,0.6842578465280554,0.6730208167198608,0.8345891445626809,0.6196984593588863,0.7385973575033074,0.6254030745699078
342,2,0.905623248943408,0.7017806312710946,0.7384832295070709,0.8049222691866447,0.9064174138060027,0.7952001288928706,0.8664264229642338,0.7764976518926822,0.3665395605464444,0.08848698519804424,0.4451516034428697,0.23627242970389478,0.4174764952097043,0.07477897543908676,0.5003408529417072,0.3512732135597601,0.5556860204189754,0.78262023140843,0.5771983784455562,0.6602144558286301,0.3832939762175312,0.4458907059506637,0.641053807052284
5946,0,0.9203427503954682,0.7672498437457752,0.7490963652934888,0.8370431023132119,0.9071805985320008,0.9141408027456355,0.895615405400233,0.8352256406595434,0.09059795740204639,0.06435846849866145,0.07388758971627114,0.0868327364067385,0.28455969485695476,0.10860075433064616,0.09794244205461354,0.17004446057525838,0.47400783288800935,0.25851077292356356,0.23676875775441372,0.6616486777334203,0.46344946759160816,0.6833649012181886,0.714812562376169
6367,2,0.88048251491224,0.8714998535104163,0.7459655105208117,0.824688009222393,0.8857270661841884,0.8855488062427235,0.8401673362543839,0.8307706655036156,0.1255410752277025,0.09946729492095086,0.1211486890576177,0.18578844705452047,0.30786128209162006,0.13674702328222485,0.14703317283239536,0.30089753708912165,0.43700885101251324,0.3134024178418717,0.392804533420427,0.6162326221493866,0.6916757657953444,0.6224650621253135,0.5887117679524965
2475,1,0.9070025952976212,0.6518346946891759,0.8936985525493405,0.8648051811885403,0.8995494414541114,0.8540394139168557,0.8060235920425903,0.8747781848103028,0.5902184822887919,0.5273910967206935,0.5905436330543766,0.6783986995499925,0.642781930182452,0.2555242312899729,0.446811644969795,0.5603650266744372,0.5639264860652725,0.6986387460766663,0.7059225434188845,0.5211943348416556,0.6437104870017748,0.4328275176401205,0.3588411256166047
